Baseline 100%T,,18-11-03ReyndsYbPerov,,20-03-10ReesPerov,,20-03-10ReesYbPerovA,,20-03-10ReesYbPerovB,,20-03-10ReesYbPerovC,,20-03-12ReesYbPerovA,,20-03-12ReesYbPerovB,,20-03-12ReesYbPerovReyndsPbCl2A,,20-03-12ReesYbPerovReyndsPbCl2B,,20-03-12ReesYbPerovReyndsPbCl2C,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
374.7420044,0.120012686,374.7420044,0.340005696,374.7420044,0.225939542,374.7420044,0.086560614,374.7420044,0.154940248,374.7420044,0.191342264,374.7420044,0.165194497,374.7420044,0.222610325,374.7420044,0.189817309,374.7420044,0.192558184,374.7420044,0.24795939
374.4089966,0.119860172,374.4089966,0.340611637,374.4089966,0.226387575,374.4089966,0.086901195,374.4089966,0.155171379,374.4089966,0.191663399,374.4089966,0.165555626,374.4089966,0.222845882,374.4089966,0.190077961,374.4089966,0.192824289,374.4089966,0.248294994
374.0759888,0.11997655,374.0759888,0.340869248,374.0759888,0.226681814,374.0759888,0.086837739,374.0759888,0.155158788,374.0759888,0.191750452,374.0759888,0.165623173,374.0759888,0.223027065,374.0759888,0.190461814,374.0759888,0.192905486,374.0759888,0.248576239
373.7430115,0.119925506,373.7430115,0.341837734,373.7430115,0.227173239,373.7430115,0.087230101,373.7430115,0.155414149,373.7430115,0.192090988,373.7430115,0.165796772,373.7430115,0.223533079,373.7430115,0.190737024,373.7430115,0.193367839,373.7430115,0.248911813
373.4100037,0.120143168,373.4100037,0.34187004,373.4100037,0.227340937,373.4100037,0.087293647,373.4100037,0.155413732,373.4100037,0.191935301,373.4100037,0.165933758,373.4100037,0.22348474,373.4100037,0.190871224,373.4100037,0.193363071,373.4100037,0.248821691
373.0769958,0.120503828,373.0769958,0.342112839,373.0769958,0.227161363,373.0769958,0.086796671,373.0769958,0.155067787,373.0769958,0.191944882,373.0769958,0.165697396,373.0769958,0.223465771,373.0769958,0.190977737,373.0769958,0.193313941,373.0769958,0.248863787
372.743988,0.120596863,372.743988,0.34250918,372.743988,0.227265701,372.743988,0.08677277,372.743988,0.155170336,372.743988,0.192068383,372.743988,0.165655166,372.743988,0.223463267,372.743988,0.19115828,372.743988,0.193350494,372.743988,0.248844743
372.4110107,0.121054523,372.4110107,0.34236908,372.4110107,0.227041662,372.4110107,0.086437099,372.4110107,0.154794112,372.4110107,0.191854,372.4110107,0.165622532,372.4110107,0.223258734,372.4110107,0.190923497,372.4110107,0.193233505,372.4110107,0.248741731
372.0780029,0.121035948,372.0780029,0.342658371,372.0780029,0.227340102,372.0780029,0.086379677,372.0780029,0.154912502,372.0780029,0.192123056,372.0780029,0.165438235,372.0780029,0.223704621,372.0780029,0.191406176,372.0780029,0.193520755,372.0780029,0.249085009
371.7449951,0.12106923,371.7449951,0.343259364,371.7449951,0.227631852,371.7449951,0.086475536,371.7449951,0.155158237,371.7449951,0.192452386,371.7449951,0.165710509,371.7449951,0.223927558,371.7449951,0.191533372,371.7449951,0.193727985,371.7449951,0.249315336
371.4119873,0.121182032,371.4119873,0.343478799,371.4119873,0.2276012,371.4119873,0.086540557,371.4119873,0.154957622,371.4119873,0.192372829,371.4119873,0.165961146,371.4119873,0.224053547,371.4119873,0.191609234,371.4119873,0.193880707,371.4119873,0.249427453
371.07901,0.121162869,371.07901,0.343768895,371.07901,0.227844656,371.07901,0.086639963,371.07901,0.155229181,371.07901,0.19257465,371.07901,0.166021347,371.07901,0.224233449,371.07901,0.191994354,371.07901,0.194384754,371.07901,0.249820501
370.7460022,0.120855309,370.7460022,0.344584495,370.7460022,0.228600234,370.7460022,0.087086402,370.7460022,0.155654088,370.7460022,0.193166465,370.7460022,0.166494772,370.7460022,0.225021407,370.7460022,0.192460001,370.7460022,0.194827527,370.7460022,0.250466466
370.4129944,0.120966993,370.4129944,0.344895005,370.4129944,0.228572756,370.4129944,0.087227955,370.4129944,0.155657604,370.4129944,0.193360403,370.4129944,0.166775927,370.4129944,0.22531715,370.4129944,0.19303757,370.4129944,0.19528684,370.4129944,0.250834316
370.0799866,0.120719217,370.0799866,0.34554258,370.0799866,0.229217023,370.0799866,0.087544575,370.0799866,0.156048194,370.0799866,0.193651408,370.0799866,0.167213589,370.0799866,0.225803196,370.0799866,0.193514407,370.0799866,0.195746735,370.0799866,0.251455367
369.7470093,0.120340824,369.7470093,0.346488297,369.7470093,0.230013028,369.7470093,0.088048689,369.7470093,0.156517029,369.7470093,0.194295868,369.7470093,0.1676884,369.7470093,0.226542279,369.7470093,0.194175869,369.7470093,0.196518555,369.7470093,0.251969576
369.4140015,0.120223671,369.4140015,0.347134352,369.4140015,0.23044388,369.4140015,0.088290244,369.4140015,0.156814113,369.4140015,0.194606587,369.4140015,0.16798152,369.4140015,0.226771176,369.4140015,0.194703803,369.4140015,0.196795002,369.4140015,0.252620786
369.0809937,0.119952664,369.0809937,0.347757936,369.0809937,0.231044278,369.0809937,0.088438824,369.0809937,0.157193109,369.0809937,0.195184633,369.0809937,0.168351352,369.0809937,0.227246136,369.0809937,0.195182845,369.0809937,0.197332323,369.0809937,0.253149271
368.7479858,0.119649269,368.7479858,0.348921061,368.7479858,0.231701672,368.7479858,0.088959545,368.7479858,0.157707587,368.7479858,0.195727646,368.7479858,0.168830767,368.7479858,0.227963656,368.7479858,0.195682555,368.7479858,0.197851494,368.7479858,0.253900021
368.4150085,0.119700722,368.4150085,0.349201292,368.4150085,0.231945306,368.4150085,0.089059003,368.4150085,0.157687217,368.4150085,0.1959057,368.4150085,0.168897137,368.4150085,0.227968067,368.4150085,0.196118832,368.4150085,0.197884277,368.4150085,0.254038096
368.0820007,0.119533323,368.0820007,0.350055307,368.0820007,0.232604876,368.0820007,0.089209147,368.0820007,0.157918215,368.0820007,0.196375161,368.0820007,0.169337124,368.0820007,0.228501961,368.0820007,0.196572453,368.0820007,0.198468417,368.0820007,0.254724234
367.7489929,0.119591102,367.7489929,0.350641727,367.7489929,0.233048141,367.7489929,0.089358166,367.7489929,0.158123568,367.7489929,0.196639121,367.7489929,0.169411182,367.7489929,0.228870541,367.7489929,0.196735784,367.7489929,0.198528066,367.7489929,0.254991651
367.4159851,0.119732402,367.4159851,0.350924641,367.4159851,0.233185619,367.4159851,0.089483343,367.4159851,0.157919258,367.4159851,0.196438029,367.4159851,0.169599995,367.4159851,0.228750899,367.4159851,0.197023362,367.4159851,0.198651001,367.4159851,0.255268097
367.0830078,0.119948193,367.0830078,0.351287574,367.0830078,0.233510792,367.0830078,0.089224271,367.0830078,0.157991588,367.0830078,0.196711928,367.0830078,0.169679195,367.0830078,0.229077324,367.0830078,0.197051227,367.0830078,0.198985279,367.0830078,0.255380631
366.75,0.120135523,366.75,0.351654619,366.75,0.233824492,366.75,0.089229614,366.75,0.157950848,366.75,0.196791813,366.75,0.16967839,366.75,0.229247615,366.75,0.197243318,366.75,0.199035585,366.75,0.255743295
366.4169922,0.120376036,366.4169922,0.351754636,366.4169922,0.233875185,366.4169922,0.089113943,366.4169922,0.157818541,366.4169922,0.196732,366.4169922,0.169716194,366.4169922,0.229382664,366.4169922,0.197467759,366.4169922,0.199087039,366.4169922,0.255566657
366.0839844,0.120485,366.0839844,0.352169365,366.0839844,0.234152764,366.0839844,0.088982038,366.0839844,0.158020631,366.0839844,0.196790025,366.0839844,0.169806495,366.0839844,0.229395524,366.0839844,0.197698191,366.0839844,0.199428409,366.0839844,0.255828947
365.7510071,0.120719485,365.7510071,0.35239774,365.7510071,0.234294683,365.7510071,0.088961579,365.7510071,0.157647446,365.7510071,0.196797848,365.7510071,0.169884816,365.7510071,0.229532167,365.7510071,0.1976877,365.7510071,0.199350938,365.7510071,0.255892068
365.4179993,0.120761871,365.4179993,0.352856308,365.4179993,0.234660178,365.4179993,0.089071266,365.4179993,0.157805339,365.4179993,0.196941912,365.4179993,0.169989482,365.4179993,0.229608446,365.4179993,0.198062122,365.4179993,0.199622214,365.4179993,0.25604561
365.0849915,0.120842695,365.0849915,0.353389144,365.0849915,0.234766349,365.0849915,0.089092523,365.0849915,0.157879874,365.0849915,0.197303206,365.0849915,0.170263425,365.0849915,0.229906559,365.0849915,0.198312029,365.0849915,0.200094402,365.0849915,0.256469756
364.7520142,0.12077681,364.7520142,0.354023248,364.7520142,0.235135362,364.7520142,0.089335397,364.7520142,0.15815042,364.7520142,0.197519973,364.7520142,0.17048654,364.7520142,0.230357915,364.7520142,0.198792651,364.7520142,0.200254217,364.7520142,0.256576955
364.4190063,0.120810896,364.4190063,0.354540378,364.4190063,0.235563636,364.4190063,0.089492343,364.4190063,0.158071667,364.4190063,0.197799742,364.4190063,0.170460314,364.4190063,0.230491236,364.4190063,0.198935345,364.4190063,0.200556949,364.4190063,0.256806523
364.0859985,0.120693408,364.0859985,0.35537827,364.0859985,0.235866442,364.0859985,0.089672171,364.0859985,0.158374474,364.0859985,0.198121846,364.0859985,0.170862034,364.0859985,0.231066614,364.0859985,0.199334756,364.0859985,0.20108518,364.0859985,0.257263273
363.7529907,0.120157845,363.7529907,0.356640041,363.7529907,0.236737013,363.7529907,0.090304308,363.7529907,0.159181222,363.7529907,0.19881691,363.7529907,0.171398237,363.7529907,0.231663674,363.7529907,0.200298101,363.7529907,0.201863959,363.7529907,0.258003682
363.4200134,0.120151565,363.4200134,0.357363343,363.4200134,0.237305388,363.4200134,0.090459384,363.4200134,0.159198105,363.4200134,0.199319556,363.4200134,0.171769217,363.4200134,0.232188508,363.4200134,0.200820759,363.4200134,0.202141747,363.4200134,0.258527875
363.0870056,0.119866483,363.0870056,0.358290374,363.0870056,0.237867892,363.0870056,0.090835892,363.0870056,0.15988636,363.0870056,0.199771196,363.0870056,0.172250852,363.0870056,0.232923627,363.0870056,0.201535121,363.0870056,0.202775836,363.0870056,0.259021521
362.7539978,0.119624212,362.7539978,0.359299451,362.7539978,0.238695607,362.7539978,0.091264695,362.7539978,0.160249248,362.7539978,0.200386256,362.7539978,0.17248638,362.7539978,0.233365193,362.7539978,0.201996893,362.7539978,0.203268811,362.7539978,0.259696841
362.42099,0.119516552,362.42099,0.359685153,362.42099,0.23921667,362.42099,0.091599867,362.42099,0.160326347,362.42099,0.200666189,362.42099,0.172801957,362.42099,0.233629227,362.42099,0.202336609,362.42099,0.203499988,362.42099,0.259943664
362.0880127,0.119391844,362.0880127,0.360456854,362.0880127,0.239538163,362.0880127,0.091869794,362.0880127,0.16052559,362.0880127,0.200847387,362.0880127,0.173076719,362.0880127,0.234227642,362.0880127,0.202921569,362.0880127,0.204153568,362.0880127,0.260515809
361.7550049,0.119354606,361.7550049,0.360873789,361.7550049,0.240113825,361.7550049,0.091903508,361.7550049,0.16072917,361.7550049,0.201302141,361.7550049,0.173235431,361.7550049,0.234504551,361.7550049,0.202984974,361.7550049,0.204267874,361.7550049,0.260672808
361.4219971,0.119404458,361.4219971,0.361418396,361.4219971,0.240300521,361.4219971,0.09181191,361.4219971,0.160817817,361.4219971,0.201567605,361.4219971,0.173551127,361.4219971,0.234746844,361.4219971,0.203361377,361.4219971,0.204504594,361.4219971,0.261001468
361.0889893,0.119577266,361.0889893,0.361734897,361.0889893,0.240572274,361.0889893,0.091814496,361.0889893,0.160907194,361.0889893,0.201320291,361.0889893,0.173546106,361.0889893,0.23490037,361.0889893,0.203646675,361.0889893,0.204680398,361.0889893,0.261342496
360.756012,0.119721592,360.756012,0.362265378,360.756012,0.24096781,360.756012,0.0918696,360.756012,0.160961986,360.756012,0.201811761,360.756012,0.173536137,360.756012,0.234927714,360.756012,0.203825355,360.756012,0.204869464,360.756012,0.261507183
360.4230042,0.120014124,360.4230042,0.362658858,360.4230042,0.241035074,360.4230042,0.091531277,360.4230042,0.160694286,360.4230042,0.201421052,360.4230042,0.173480555,360.4230042,0.234914288,360.4230042,0.203993425,360.4230042,0.205010086,360.4230042,0.261459023
360.0899963,0.12020544,360.0899963,0.363158375,360.0899963,0.241180614,360.0899963,0.091557547,360.0899963,0.160800621,360.0899963,0.201555327,360.0899963,0.173761711,360.0899963,0.235096216,360.0899963,0.204098821,360.0899963,0.205213249,360.0899963,0.261802673
359.7569885,0.120373473,359.7569885,0.36401239,359.7569885,0.24184455,359.7569885,0.091744594,359.7569885,0.160875589,359.7569885,0.201961532,359.7569885,0.173740894,359.7569885,0.235420331,359.7569885,0.204214051,359.7569885,0.205401883,359.7569885,0.262224168
359.4240112,0.120622799,359.4240112,0.364317626,359.4240112,0.241945624,359.4240112,0.09151715,359.4240112,0.160558,359.4240112,0.201931417,359.4240112,0.174029976,359.4240112,0.23542425,359.4240112,0.204614624,359.4240112,0.20552747,359.4240112,0.262427062
359.0910034,0.120597787,359.0910034,0.365147591,359.0910034,0.242383614,359.0910034,0.091678701,359.0910034,0.160874277,359.0910034,0.202178031,359.0910034,0.174287543,359.0910034,0.235879496,359.0910034,0.204736799,359.0910034,0.205834448,359.0910034,0.262764037
358.7579956,0.120622151,358.7579956,0.365900338,358.7579956,0.242896631,358.7579956,0.091822974,358.7579956,0.160895765,358.7579956,0.202432931,358.7579956,0.174127728,358.7579956,0.236193225,358.7579956,0.205065295,358.7579956,0.206036791,358.7579956,0.263247699
358.4249878,0.120452344,358.4249878,0.366640955,358.4249878,0.243459389,358.4249878,0.092042446,358.4249878,0.161193535,358.4249878,0.202761993,358.4249878,0.174896643,358.4249878,0.236822739,358.4249878,0.205756784,358.4249878,0.206613794,358.4249878,0.263748378
358.0920105,0.120329313,358.0920105,0.367578864,358.0920105,0.243997783,358.0920105,0.092332758,358.0920105,0.16157043,358.0920105,0.203204259,358.0920105,0.174847513,358.0920105,0.23708415,358.0920105,0.206164226,358.0920105,0.207088858,358.0920105,0.264285237
357.7590027,0.120045245,357.7590027,0.368428886,357.7590027,0.244663,357.7590027,0.09272974,357.7590027,0.161983132,357.7590027,0.203680441,357.7590027,0.175406113,357.7590027,0.237801597,357.7590027,0.206840262,357.7590027,0.207474351,357.7590027,0.264951885
357.4259949,0.119886719,357.4259949,0.369077295,357.4259949,0.245184138,357.4259949,0.092903987,357.4259949,0.162296802,357.4259949,0.204030484,357.4259949,0.175743669,357.4259949,0.238202676,357.4259949,0.207415715,357.4259949,0.208140135,357.4259949,0.265728891
357.0929871,0.119467437,357.0929871,0.37031284,357.0929871,0.245898873,357.0929871,0.093449317,357.0929871,0.163021609,357.0929871,0.204752192,357.0929871,0.176214814,357.0929871,0.238883615,357.0929871,0.208348736,357.0929871,0.208629161,357.0929871,0.266366005
356.7600098,0.119363628,356.7600098,0.371077299,356.7600098,0.246567652,356.7600098,0.093713395,356.7600098,0.163062081,356.7600098,0.205080688,356.7600098,0.176650077,356.7600098,0.239362732,356.7600098,0.208659083,356.7600098,0.209140241,356.7600098,0.266682684
356.427002,0.119210191,356.427002,0.371999443,356.427002,0.247402296,356.427002,0.094233185,356.427002,0.163616017,356.427002,0.205806956,356.427002,0.177097961,356.427002,0.239909679,356.427002,0.209329918,356.427002,0.209778324,356.427002,0.267516345
356.0939941,0.119090036,356.0939941,0.373061657,356.0939941,0.247949809,356.0939941,0.094634034,356.0939941,0.163954228,356.0939941,0.206219867,356.0939941,0.177274779,356.0939941,0.240368679,356.0939941,0.20981358,356.0939941,0.210282698,356.0939941,0.268096566
355.7609863,0.119265303,355.7609863,0.373434573,355.7609863,0.248205215,355.7609863,0.094581768,355.7609863,0.163864195,355.7609863,0.206495181,355.7609863,0.177537978,355.7609863,0.240734637,355.7609863,0.210149467,355.7609863,0.2104453,355.7609863,0.268115997
355.428009,0.119180352,355.428009,0.374480754,355.428009,0.248758942,355.428009,0.094734214,355.428009,0.164194599,355.428009,0.206711903,355.428009,0.177734688,355.428009,0.241072416,355.428009,0.210596994,355.428009,0.211066455,355.428009,0.268723816
355.0950012,0.119345166,355.0950012,0.375101298,355.0950012,0.24915874,355.0950012,0.094689079,355.0950012,0.16410099,355.0950012,0.206931666,355.0950012,0.177994341,355.0950012,0.241205379,355.0950012,0.210795224,355.0950012,0.21132721,355.0950012,0.269070238
354.7619934,0.119651176,354.7619934,0.375700355,354.7619934,0.249420285,354.7619934,0.094579481,354.7619934,0.164031878,354.7619934,0.206843972,354.7619934,0.178049222,354.7619934,0.241341084,354.7619934,0.210897937,354.7619934,0.21118322,354.7619934,0.269028813
354.4289856,0.119748943,354.4289856,0.376337439,354.4289856,0.250066757,354.4289856,0.094651967,354.4289856,0.163976848,354.4289856,0.207073927,354.4289856,0.178407311,354.4289856,0.241494492,354.4289856,0.21136415,354.4289856,0.211664274,354.4289856,0.268995792
354.0960083,0.120140098,354.0960083,0.37711069,354.0960083,0.250244916,354.0960083,0.094458357,354.0960083,0.163984373,354.0960083,0.206823677,354.0960083,0.178257465,354.0960083,0.241586894,354.0960083,0.211300477,354.0960083,0.21163249,354.0960083,0.269309342
353.7630005,0.120401859,353.7630005,0.377600521,353.7630005,0.250551909,353.7630005,0.094426565,353.7630005,0.163916335,353.7630005,0.207073793,353.7630005,0.178312302,353.7630005,0.241684079,353.7630005,0.211501464,353.7630005,0.21189566,353.7630005,0.2693111
353.4299927,0.120596349,353.4299927,0.378199309,353.4299927,0.250946313,353.4299927,0.094623834,353.4299927,0.164002225,353.4299927,0.207438335,353.4299927,0.178655028,353.4299927,0.241854489,353.4299927,0.211995736,353.4299927,0.212114468,353.4299927,0.269631535
353.0969849,0.120675258,353.0969849,0.379217356,353.0969849,0.251452774,353.0969849,0.094624795,353.0969849,0.164262235,353.0969849,0.207636446,353.0969849,0.1788681,353.0969849,0.242376745,353.0969849,0.212176278,353.0969849,0.212428629,353.0969849,0.270015299
352.7640076,0.120800264,352.7640076,0.379799426,352.7640076,0.252096534,352.7640076,0.094760008,352.7640076,0.164194375,352.7640076,0.207949013,352.7640076,0.179085076,352.7640076,0.242738783,352.7640076,0.21248664,352.7640076,0.212730408,352.7640076,0.270402253
352.4309998,0.120646894,352.4309998,0.380676568,352.4309998,0.252567202,352.4309998,0.095021047,352.4309998,0.164665446,352.4309998,0.208501667,352.4309998,0.179446921,352.4309998,0.243226975,352.4309998,0.213301972,352.4309998,0.213356242,352.4309998,0.270807684
352.0979919,0.120540723,352.0979919,0.381881118,352.0979919,0.253427386,352.0979919,0.095329411,352.0979919,0.165061861,352.0979919,0.208918229,352.0979919,0.179719746,352.0979919,0.243791029,352.0979919,0.213816077,352.0979919,0.213885918,352.0979919,0.271578223
351.7649841,0.120266043,351.7649841,0.383112073,351.7649841,0.254292965,351.7649841,0.095969103,351.7649841,0.165473625,351.7649841,0.209570259,351.7649841,0.180392638,351.7649841,0.244612992,351.7649841,0.214529797,351.7649841,0.21447435,351.7649841,0.272298664
351.4320068,0.120093502,351.4320068,0.384271324,351.4320068,0.254946768,351.4320068,0.096480027,351.4320068,0.16599229,351.4320068,0.210082814,351.4320068,0.18107976,351.4320068,0.245044932,351.4320068,0.215424597,351.4320068,0.215262577,351.4320068,0.273072153
351.098999,0.119841144,351.098999,0.385479689,351.098999,0.25598225,351.098999,0.096922785,351.098999,0.166558325,351.098999,0.21063605,351.098999,0.181553274,351.098999,0.245708481,351.098999,0.216114789,351.098999,0.215871871,351.098999,0.274007261
350.7659912,0.12002252,350.7659912,0.386539042,350.7659912,0.256280184,350.7659912,0.097096816,350.7659912,0.166616067,350.7659912,0.210928395,350.7659912,0.181587949,350.7659912,0.246096581,350.7659912,0.216521457,350.7659912,0.216280833,350.7659912,0.27431035
350.4330139,0.119945601,350.4330139,0.387618899,350.4330139,0.256918252,350.4330139,0.097388089,350.4330139,0.166919872,350.4330139,0.211465448,350.4330139,0.182090759,350.4330139,0.246707335,350.4330139,0.217326701,350.4330139,0.217146769,350.4330139,0.27504915
350.1000061,0.120129824,350.1000061,0.388880551,350.1000061,0.257712841,350.1000061,0.097638272,350.1000061,0.167200342,350.1000061,0.211723819,350.1000061,0.182311669,350.1000061,0.247181892,350.1000061,0.217610285,350.1000061,0.217271105,350.1000061,0.275530487
349.7669983,0.120483227,349.7669983,0.389613301,349.7669983,0.258045822,349.7669983,0.09765172,349.7669983,0.167263657,349.7669983,0.2120433,349.7669983,0.182350755,349.7669983,0.247150153,349.7669983,0.21771583,349.7669983,0.217499092,349.7669983,0.27572903
