Data from FLMS031491_15-43-31-366.txt Node	
	
Date: Sun Nov 07 15:43:31 EST 2021	
User: Student	
Spectrometer: FLMS03149	
Trigger mode: 0	
Integration Time (sec): 5.000000E-1	
Scans to average: 1	
Electric dark correction enabled: true	
Nonlinearity correction enabled: false	
Boxcar width: 0	
XAxis mode: Wavelengths	
Number of Pixels in Spectrum: 2048	
>>>>>Begin Spectral Data<<<<<	
825.856	1836.6
826.17	1752.34
826.483	1773.4
826.796	1815.53
827.11	1827.23
827.423	1768.72
827.736	1768.72
828.049	1684.46
828.362	1733.61
828.675	1735.95
828.988	1677.44
829.301	1752.34
829.614	1700.85
829.927	1721.91
830.24	1815.53
830.552	1764.04
830.865	1768.72
831.178	1794.47
831.49	1691.48
831.803	1771.06
832.115	1731.27
832.428	1752.34
832.74	1705.53
833.052	1733.61
833.364	1675.1
833.676	1757.02
833.989	1745.32
834.301	1665.74
834.613	1773.4
834.925	1775.74
835.236	1841.28
835.548	1740.63
835.86	1831.92
836.172	2110.44
836.483	1738.29
836.795	1728.93
837.107	1728.93
837.418	1700.85
837.73	1670.42
838.041	1771.06
838.352	1719.57
838.664	1719.57
838.975	1686.8
839.286	1778.08
839.597	1679.78
839.908	1803.83
840.219	1710.21
840.53	1693.82
840.841	1630.63
841.152	1679.78
841.463	1728.93
841.773	1682.12
842.084	1705.53
842.395	1740.63
842.705	1614.25
843.016	1700.85
843.326	1742.98
843.637	1810.85
843.947	1700.85
844.257	1642.33
844.568	1738.29
844.878	1693.82
845.188	1754.68
845.498	1728.93
845.808	1661.06
846.118	1677.44
846.428	1719.57
846.738	1703.19
847.048	1677.44
847.358	1693.82
847.667	1675.1
847.977	1672.76
848.287	1639.99
848.596	1712.55
848.906	1649.35
849.215	1705.53
849.524	1700.85
849.834	1647.01
850.143	1691.48
850.452	1661.06
850.761	1670.42
851.07	1630.63
851.379	1635.31
851.688	1677.44
851.997	1642.33
852.306	1698.51
852.615	1684.46
852.924	1602.54
853.233	1698.51
853.541	1675.1
853.85	1670.42
854.158	1714.89
854.467	1670.42
854.775	1675.1
855.084	1738.29
855.392	1698.51
855.7	1684.46
856.009	1604.88
856.317	1658.72
856.625	1682.12
856.933	1665.74
857.241	1719.57
857.549	1665.74
857.857	1647.01
858.165	1644.67
858.473	1705.53
858.78	1677.44
859.088	1672.76
859.396	1635.31
859.703	1761.7
860.011	1707.87
860.318	1698.51
860.626	1649.35
860.933	1668.08
861.24	1637.65
861.547	1553.39
861.855	1684.46
862.162	1726.59
862.469	1698.51
862.776	1700.85
863.083	1686.8
863.39	1611.91
863.697	1590.84
864.003	1665.74
864.31	1611.91
864.617	1670.42
864.924	1670.42
865.23	1654.03
865.537	1654.03
865.843	1614.25
866.15	1665.74
866.456	1614.25
866.762	1644.67
867.068	1635.31
867.375	1595.52
867.681	1639.99
867.987	1618.93
868.293	1654.03
868.599	1654.03
868.905	1647.01
869.211	1656.38
869.517	1639.99
869.822	1565.09
870.128	1658.72
870.434	1649.35
870.739	1625.95
871.045	1670.42
871.35	1572.12
871.656	1647.01
871.961	1600.2
872.266	1625.95
872.572	1689.14
872.877	1630.63
873.182	1654.03
873.487	1682.12
873.792	1630.63
874.097	1670.42
874.402	1721.91
874.707	1658.72
875.012	1635.31
875.317	1628.29
875.621	1586.16
875.926	1602.54
876.231	1637.65
876.535	1588.5
876.84	1691.48
877.144	1670.42
877.448	1590.84
877.753	1668.08
878.057	1700.85
878.361	1574.46
878.665	1600.2
878.97	1602.54
879.274	1600.2
879.578	1672.76
879.882	1604.88
880.185	1625.95
880.489	1604.88
880.793	1588.5
881.097	1658.72
881.4	1614.25
881.704	1635.31
882.008	1698.51
882.311	1621.27
882.615	1703.19
882.918	1595.52
883.221	1560.41
883.525	1581.48
883.828	1647.01
884.131	1593.18
884.434	1675.1
884.737	1644.67
885.04	1560.41
885.343	1551.05
885.646	1572.12
885.949	1597.86
886.252	1602.54
886.554	1602.54
886.857	1593.18
887.16	1541.69
887.462	1625.95
887.765	1590.84
888.067	1651.69
888.369	1576.8
888.672	1677.44
888.974	1593.18
889.276	1611.91
889.578	1576.8
889.881	1609.56
890.183	1576.8
890.485	1553.39
890.787	1665.74
891.089	1623.61
891.39	1565.09
891.692	1628.29
891.994	1565.09
892.296	1668.08
892.597	1586.16
892.899	1665.74
893.2	1541.69
893.502	1590.84
893.803	1581.48
894.104	1637.65
894.406	1607.22
894.707	1522.96
895.008	1597.86
895.309	1607.22
895.61	1546.37
895.911	1583.82
896.212	1658.72
896.513	1560.41
896.814	1583.82
897.115	1618.93
897.416	1632.97
897.716	1604.88
898.017	1607.22
898.317	1595.52
898.618	1565.09
898.918	1623.61
899.219	1609.56
899.519	1560.41
899.819	1637.65
900.12	1600.2
900.42	1604.88
900.72	1611.91
901.02	1602.54
901.32	1565.09
901.62	1583.82
901.92	1689.14
902.22	1544.03
902.519	1590.84
902.819	1590.84
903.119	1609.56
903.418	1698.51
903.718	1560.41
904.018	1663.4
904.317	1649.35
904.616	1583.82
904.916	1548.71
905.215	1565.09
905.514	1560.41
905.813	1553.39
906.113	1600.2
906.412	1572.12
906.711	1595.52
907.01	1541.69
907.308	1607.22
907.607	1551.05
907.906	1565.09
908.205	1567.44
908.503	1611.91
908.802	1654.03
909.101	1569.78
909.399	1581.48
909.698	1492.54
909.996	1600.2
910.294	1518.28
910.593	1658.72
910.891	1583.82
911.189	1581.48
911.487	1588.5
911.785	1567.44
912.083	1600.2
912.381	1562.75
912.679	1532.33
912.977	1583.82
913.275	1600.2
913.572	1527.65
913.87	1546.37
914.168	1616.59
914.465	1600.2
914.763	1588.5
915.06	1534.67
915.358	1647.01
915.655	1588.5
915.952	1663.4
916.249	1616.59
916.547	1668.08
916.844	1551.05
917.141	1527.65
917.438	1569.78
917.735	1569.78
918.032	1525.31
918.328	1546.37
918.625	1642.33
918.922	1565.09
919.219	1719.57
919.515	1607.22
919.812	1614.25
920.108	1665.74
920.405	1623.61
920.701	1555.73
920.997	1663.4
921.294	1600.2
921.59	1583.82
921.886	1670.42
922.182	1576.8
922.478	1639.99
922.774	1565.09
923.07	1581.48
923.366	1539.35
923.662	1553.39
923.957	1525.31
924.253	1576.8
924.549	1616.59
924.844	1590.84
925.14	1579.14
925.435	1551.05
925.731	1618.93
926.026	1597.86
926.322	1583.82
926.617	1602.54
926.912	1569.78
927.207	1602.54
927.502	1574.46
927.797	1590.84
928.092	1604.88
928.387	1588.5
928.682	1544.03
928.977	1651.69
929.272	1668.08
929.566	1609.56
929.861	1639.99
930.156	1597.86
930.45	1539.35
930.745	1567.44
931.039	1574.46
931.333	1810.85
931.628	1644.67
931.922	1623.61
932.216	1567.44
932.51	1529.99
932.804	1637.65
933.098	1616.59
933.392	1586.16
933.686	1511.26
933.98	1567.44
934.274	1583.82
934.568	1574.46
934.861	1562.75
935.155	1558.07
935.449	1595.52
935.742	1628.29
936.036	1586.16
936.329	1602.54
936.622	1637.65
936.916	1581.48
937.209	1733.61
937.502	1581.48
937.795	1642.33
938.088	1560.41
938.381	1565.09
938.674	1586.16
938.967	1607.22
939.26	1721.91
939.553	1644.67
939.845	1576.8
940.138	1675.1
940.431	1588.5
940.723	1593.18
941.016	1555.73
941.308	1618.93
941.601	1583.82
941.893	1658.72
942.185	1595.52
942.478	1604.88
942.77	1546.37
943.062	1539.35
943.354	1572.12
943.646	1576.8
943.938	1614.25
944.23	1553.39
944.522	1572.12
944.813	1569.78
945.105	1586.16
945.397	1586.16
945.688	1588.5
945.98	1532.33
946.271	1588.5
946.563	1567.44
946.854	1539.35
947.145	1555.73
947.437	1579.14
947.728	1565.09
948.019	1576.8
948.31	1595.52
948.601	1525.31
948.892	1583.82
949.183	1595.52
949.474	1595.52
949.765	1572.12
950.056	1649.35
950.346	1548.71
950.637	1651.69
950.927	1553.39
951.218	1625.95
951.508	1562.75
951.799	1590.84
952.089	1520.62
952.38	1551.05
952.67	1579.14
952.96	1494.88
953.25	1654.03
953.54	1618.93
953.83	1513.6
954.12	1537.01
954.41	1658.72
954.7	1597.86
954.99	1635.31
955.279	1602.54
955.569	1548.71
955.859	1590.84
956.148	1551.05
956.438	1574.46
956.727	1586.16
957.017	1590.84
957.306	1532.33
957.595	1607.22
957.885	1572.12
958.174	1623.61
958.463	1682.12
958.752	1630.63
959.041	1677.44
959.33	1654.03
959.619	1586.16
959.908	1574.46
960.196	1539.35
960.485	1553.39
960.774	1579.14
961.062	1529.99
961.351	1647.01
961.639	1520.62
961.928	1569.78
962.216	1518.28
962.504	1562.75
962.793	1574.46
963.081	1562.75
963.369	1565.09
963.657	1609.56
963.945	1579.14
964.233	1520.62
964.521	1579.14
964.809	1558.07
965.097	1579.14
965.385	1518.28
965.672	1604.88
965.96	1555.73
966.247	1558.07
966.535	1551.05
966.822	1544.03
967.11	1572.12
967.397	1558.07
967.685	1529.99
967.972	1588.5
968.259	1588.5
968.546	1597.86
968.833	1534.67
969.12	1609.56
969.407	1560.41
969.694	1597.86
969.981	1541.69
970.268	1639.99
970.554	1499.56
970.841	1574.46
971.128	1532.33
971.414	1579.14
971.701	1562.75
971.987	1558.07
972.274	1534.67
972.56	1602.54
972.846	1625.95
973.132	1607.22
973.418	1572.12
973.705	1522.96
973.991	1553.39
974.277	1593.18
974.563	1532.33
974.848	1522.96
975.134	1518.28
975.42	1593.18
975.706	1586.16
975.991	1555.73
976.277	1593.18
976.562	1562.75
976.848	1628.29
977.133	1590.84
977.419	1618.93
977.704	1562.75
977.989	1541.69
978.274	1551.05
978.56	1574.46
978.845	1588.5
979.13	1560.41
979.415	1621.27
979.7	1551.05
979.984	1595.52
980.269	1565.09
980.554	1579.14
980.839	1576.8
981.123	1537.01
981.408	1642.33
981.692	1544.03
981.977	1588.5
982.261	1586.16
982.545	1623.61
982.83	1515.94
983.114	1644.67
983.398	1625.95
983.682	1548.71
983.966	1604.88
984.25	1583.82
984.534	1546.37
984.818	1635.31
985.102	1529.99
985.386	1529.99
985.669	1501.9
985.953	1567.44
986.236	1588.5
986.52	1576.8
986.803	1735.95
987.087	1520.62
987.37	1604.88
987.654	1588.5
987.937	1656.38
988.22	1590.84
988.503	1492.54
988.786	1525.31
989.069	1602.54
989.352	1569.78
989.635	1532.33
989.918	1525.31
990.201	1569.78
990.483	1628.29
990.766	1555.73
991.049	1616.59
991.331	1574.46
991.614	1583.82
991.896	1616.59
992.179	1529.99
992.461	1560.41
992.743	1558.07
993.025	1558.07
993.307	1644.67
993.59	1548.71
993.872	1588.5
994.154	1534.67
994.436	1525.31
994.717	1522.96
994.999	1539.35
995.281	1579.14
995.563	1579.14
995.844	1527.65
996.126	1532.33
996.407	1548.71
996.689	1565.09
996.97	1532.33
997.252	1548.71
997.533	1588.5
997.814	1604.88
998.095	1567.44
998.376	1518.28
998.657	1497.22
998.938	1616.59
999.219	1595.52
999.5	1539.35
999.781	1642.33
1000.062	1569.78
1000.343	1537.01
1000.623	1562.75
1000.904	1529.99
1001.184	1525.31
1001.465	1583.82
1001.745	1529.99
1002.026	1527.65
1002.306	1511.26
1002.586	1551.05
1002.866	1511.26
1003.147	1529.99
1003.427	1604.88
1003.707	1647.01
1003.987	1569.78
1004.267	1511.26
1004.546	1515.94
1004.826	1581.48
1005.106	1672.76
1005.386	1583.82
1005.665	1525.31
1005.945	1513.6
1006.224	1541.69
1006.504	1593.18
1006.783	1544.03
1007.063	1607.22
1007.342	1569.78
1007.621	1560.41
1007.9	1473.81
1008.179	1541.69
1008.458	1537.01
1008.737	1588.5
1009.016	1658.72
1009.295	1670.42
1009.574	1551.05
1009.853	1562.75
1010.131	1597.86
1010.41	1492.54
1010.689	1539.35
1010.967	1555.73
1011.246	1569.78
1011.524	1551.05
1011.802	1511.26
1012.081	1511.26
1012.359	1572.12
1012.637	1588.5
1012.915	1555.73
1013.193	1604.88
1013.471	1590.84
1013.749	1537.01
1014.027	1532.33
1014.305	1558.07
1014.583	1469.13
1014.86	1494.88
1015.138	1478.49
1015.416	1593.18
1015.693	1595.52
1015.971	1560.41
1016.248	1532.33
1016.525	1494.88
1016.803	1544.03
1017.08	1534.67
1017.357	1616.59
1017.634	1560.41
1017.911	1518.28
1018.188	1625.95
1018.465	1625.95
1018.742	1625.95
